date,true_0,true_1,true_2,true_3,true_4,pred_0,pred_1,pred_2,pred_3,pred_4
2024-08-30,0.019107071914833476,-0.015991363237282834,-0.01280791676444032,0.013514679910117613,-0.019692417234084957,0.0016811219305909203,0.0006820264562040512,0.000931494541130503,0.001327008446593796,0.0005179311400127678
2024-09-03,-0.015991363237282834,-0.01280791676444032,0.013514679910117613,-0.019692417234084957,-0.034304155608880525,0.001618431886438178,0.00084866452912351,0.0010621919878744882,0.001447663406999011,0.00019342000613967205
2024-09-04,-0.01280791676444032,0.013514679910117613,-0.019692417234084957,-0.034304155608880525,-0.008387049187705942,0.0007947104589588989,0.0008449437350701446,0.0010457541983046094,0.0018812022492802432,0.001521713265340754
2024-09-05,0.013514679910117613,-0.019692417234084957,-0.034304155608880525,-0.008387049187705942,0.0059979187062511,0.0004936277292036934,0.0006290881253222768,0.0013501461431923664,0.0017245976170089871,0.001653677174312649
2024-09-06,-0.019692417234084957,-0.034304155608880525,-0.008387049187705942,0.0059979187062511,-0.018864213732478045,0.0014235295045653506,0.0010999049794648188,0.001274912217065055,0.0016562815466142542,-0.0016726364109625567
2024-09-09,-0.034304155608880525,-0.008387049187705942,0.0059979187062511,-0.018864213732478045,0.00440830691754401,0.0003475340910489618,0.001027399836658655,0.001157682820348602,0.001541703848203679,0.0002753600991757413
2024-09-10,-0.008387049187705942,0.0059979187062511,-0.018864213732478045,0.00440830691754401,-0.03299713565079391,-8.65179958492432e-05,0.0008366336295719844,0.0009728747081156188,0.0014161025993186711,-0.001472472976797586
2024-09-11,0.0059979187062511,-0.018864213732478045,0.00440830691754401,-0.03299713565079391,0.01832918657462248,4.933906691041457e-05,0.0005875700443302504,0.0008936515668996287,0.001210696204242692,-0.0016735620866306143
2024-09-12,-0.018864213732478045,0.00440830691754401,-0.03299713565079391,0.01832918657462248,0.019207907505011723,0.0003836209886628485,0.0008621939325305424,0.0010064490996259446,0.0013098300247215955,0.0001234667313007332
2024-09-13,0.00440830691754401,-0.03299713565079391,0.01832918657462248,0.019207907505011723,-0.008186825842228082,-0.00039465003881842414,0.0006854890547853532,0.0008076290816071887,0.0011124499757635881,-0.003639564273262889
2024-09-16,-0.03299713565079391,0.01832918657462248,0.019207907505011723,-0.008186825842228082,0.015258246468147586,-0.00016597845534566122,0.0006078242631892755,0.0006994483251397813,0.0009895096675204727,-0.0015582379221027863
2024-09-17,0.01832918657462248,0.019207907505011723,-0.008186825842228082,0.015258246468147586,0.010736757251481424,-0.0011201000672013683,0.0001866053892668296,0.0002591974493606189,0.0008018492130770711,-0.002802030600675142
2024-09-18,0.019207907505011723,-0.008186825842228082,0.015258246468147586,0.010736757251481424,-0.0016328958081670121,-0.00020350535479453767,0.00035161241929942543,0.0006913093011806121,0.000965113702254289,-0.0005870728527000826
2024-09-19,-0.008186825842228082,0.015258246468147586,0.010736757251481424,-0.0016328958081670121,0.01122777306711235,0.00036651355579705704,0.000703762070764684,0.000814768032370808,0.0011229248198920843,-0.0008420826029717121
2024-09-20,0.015258246468147586,0.010736757251481424,-0.0016328958081670121,0.01122777306711235,-0.001617290680968705,-0.00028696135480818345,0.0005887315634378826,0.0007225430219339156,0.0010559409568530803,-0.00038633429615078
2024-09-23,0.010736757251481424,-0.0016328958081670121,0.01122777306711235,-0.001617290680968705,-0.006199282064542997,-1.69971115742714e-05,0.00043427547932181686,0.0005309657834748561,0.0008330994520479322,-0.0014668453773920185
2024-09-24,-0.0016328958081670121,0.01122777306711235,-0.001617290680968705,-0.006199282064542997,0.015135106564775649,-0.0003779085303554744,0.00033176997600666133,0.0004051457337556905,0.0008507677832773811,-0.0017924313752790508
