date,z_open,z_high,z_low,z_close,z_volume
1992-06-15,100.02579275456173,100.02579275456173,99.99762187759504,100.0,14.331111760480278
1992-06-16,99.98323315790942,99.98805244434539,99.9235139232078,99.93371809338205,15.013916596561208
1992-06-17,99.92862901861142,99.9337180881189,99.88695632221085,99.89753843154139,14.816126261670751
1992-06-18,99.89753887353024,99.92862946060028,99.83790060721051,99.84901183263558,15.18295588697154
1992-06-19,99.8654502796491,99.8654502796491,99.81530049596363,99.83790032788086,15.155479527365951
1992-06-22,99.82099870351892,99.83790051432152,99.79217826498343,99.8266644410546,15.064098250685738
1992-06-23,99.8434716864428,99.85452152262938,99.83229838584467,99.84901186681842,14.840245206924466
1992-06-24,99.854521930238,99.86545100077018,99.84901227442703,99.86545100077018,14.496076424668585
1992-06-25,99.87626209221685,99.87626209221685,99.84901244976948,99.85726559152619,14.178183676830617
1992-06-26,99.86000175090307,99.86545135567063,99.83229914835373,99.84901262932746,13.80212030736547
1992-06-29,99.86000158512765,99.8896134391743,99.84901246355206,99.88162404914081,14.336941347637103
1992-06-30,99.88162408039081,99.9132056524411,99.87626213724943,99.90801083556401,14.363626186110434
1992-07-01,99.90801050903335,99.9387821677001,99.90278856505219,99.92862979623608,14.064653185147101
1992-07-02,99.92863027191164,99.92863027191164,99.86000176552254,99.87087143775945,14.669993968909038
1992-07-06,99.87626228639432,99.8816242295357,99.85452229975792,99.87087143775945,13.914816380907709
1992-07-07,99.8708716919967,99.8708716919967,99.80957116613291,99.8266655994922,14.431696777388089
1992-07-08,99.82099956687452,99.86000172467779,99.82099956687452,99.86000172467779,14.376169801310699
1992-07-09,99.86545108966331,99.87626200576753,99.86000148489575,99.86272999954895,14.246361371751627
1992-07-10,99.86545129346763,99.87087136093697,99.84069074378698,99.86545129346763,14.06706429094286
1992-07-13,99.86000156104049,99.88961341508713,99.8490124394649,99.88695737102901,13.996084755681828
1992-07-14,99.88695707629213,99.90801048548997,99.88695707629213,99.89753918562266,13.935223286121458
1992-07-15,99.89753887312261,99.92862946019265,99.89226181602177,99.90801017298992,14.26013163354002
1992-07-16,99.90278822900876,99.92862946019265,99.89226181602177,99.92351435952588,14.108318222099223
1992-07-17,99.84347173518567,99.86545064190445,99.83510348551516,99.84347173518567,15.20590649610524
1992-07-20,99.83790024320875,99.84901146863382,99.82099843240614,99.83790024320875,14.393122300127688
1992-07-21,99.85452076378898,99.87086990179051,99.8434709276024,99.8600002295536,13.979467852518882
1992-07-22,99.84901098933393,99.8545206451449,99.82099795310626,99.82666369064194,14.20953244140764
1992-07-23,99.83229707819251,99.83789933374118,99.81529950182393,99.83789933374118,14.246497853169895
1992-07-24,99.83229740516794,99.87086967995417,99.820997849914,99.86272852237047,14.004062664508865
1992-07-27,99.85999998561782,99.8762605064896,99.84901086404223,99.84901086404223,13.491385776795951
1992-07-28,99.85452021877788,99.87626020541428,99.84901056296691,99.87626020541428,13.99835197960508
1992-07-29,99.87894473903891,99.90278692800167,99.87626017366826,99.8922605150147,14.622728112997514
1992-07-30,99.8922605150147,99.89753757211554,99.88162211680964,99.8922605150147,14.02552428920219
1992-07-31,99.89226052570989,99.89753758281073,99.88162212750483,99.88162212750483,13.606039362562173
1992-08-03,99.88162251001842,99.89226090822346,99.85452058024062,99.86000004600524,13.3277290342667
1992-08-04,99.8434712275704,99.86000052952161,99.83790018252095,99.85452106375699,13.884503829451145
1992-08-05,99.85452057213675,99.85452057213675,99.83229743535205,99.83789969090071,14.034937611648822
1992-08-06,99.82666339036103,99.8322972080793,99.79217721428986,99.82099765282535,14.661708384965117
1992-08-07,99.77447717609526,99.81529917061552,99.76250098504855,99.80669079607891,14.513730848513475
1992-08-10,99.80380472603397,99.83229668182827,99.79800760834965,99.82383400790954,13.615556050422763
1992-08-11,99.83229699217306,99.83229699217306,99.79800791869442,99.8095687410955,13.89703155704183
1992-08-12,99.81529959710758,99.8266633557579,99.80380521768184,99.82383449955742,13.897951004148572
1992-08-13,99.83229687180012,99.85452000858484,99.82666305408188,99.8378991273488,14.240337019551058
1992-08-14,99.84347017239826,99.84901035277387,99.83229687180012,99.8378991273488,14.012388159642231
1992-08-17,99.82934146393762,99.84057753720455,99.8179777052873,99.84057753720455,13.957082166253707
1992-08-18,99.83497528165587,99.85168876262962,99.83497528165587,99.84057753720455,13.820229406664215
1992-08-19,99.83777992247104,99.85168835251717,99.83497487154344,99.83497487154344,14.247162446390885
1992-08-20,99.84057714943847,99.84614819448792,99.82934107617154,99.84057714943847,13.788360302843008
1992-08-21,99.84057714943847,99.85168837486354,99.82367533863587,99.84057714943847,13.79441459466954
1992-08-24,99.8293406137437,99.84057668701062,99.80648247566764,99.80648247566764,14.12311877949487
1992-08-25,99.80648290383657,99.83497485963088,99.80648290383657,99.83216191825426,13.984842277615728
1992-08-26,99.82934094304255,99.83497476076082,99.8064828049665,99.82934094304255,13.894696899060602
1992-08-27,99.84057729720831,99.8489222691405,99.82934122394138,99.83497504165965,13.515326662369525
1992-08-28,99.82934126838583,99.85168856707783,99.82367553085015,99.84614838670221,13.214043339571196
1992-08-31,99.8461481693109,99.873547143499,99.84057712426143,99.86812707602967,13.895793852079187
1992-09-01,99.87354757360643,99.87893842224132,99.86267790136954,99.87893842224132,13.200455260379218
1992-09-02,99.87893865935469,99.92619154420524,99.87893865935469,99.92105014470481,14.345646923364644
1992-09-03,99.93130656110236,99.93639563060984,99.90546532991848,99.90546532991848,14.46009177422012
1992-09-04,99.91588229712592,99.91588229712592,99.88430072507562,99.89493912328068,13.24701168196944
1992-09-08,99.88430071460442,99.91068746977761,99.87893877146303,99.90546552579646,13.34788170669986
1992-09-09,99.91068745957352,99.93639581628373,99.90546551559238,99.93130674677626,14.156493321134732
1992-09-10,99.91068741896439,99.94145907763115,99.9002161190971,99.9363957756746,14.534325485272797
1992-09-11,99.93130662742696,99.93639569693444,99.90021604035694,99.9028441627632,14.290494266006636
1992-09-14,99.9313065516694,99.9515092589869,99.92105005150219,99.94145892313341,14.46827262772304
1992-09-15,99.93639513413011,99.93639513413011,99.90546483343874,99.915881594297,14.48508916896072
1992-09-16,99.90546456216212,99.91588132302037,99.87893780782869,99.88963309694543,14.28328858739907
1992-09-17,99.89493773613157,99.89493773613157,99.85444637477683,99.8681264786809,14.260463651197691
1992-09-18,99.86267730402078,99.88696999658983,99.85168818244519,99.87893782489256,13.849608557009574
1992-09-21,99.88429976803394,99.90546457922599,99.87354697625769,99.87893782489256,13.594401186303052
1992-09-22,99.88429980082083,99.88429980082083,99.85168821523207,99.86267733680766,13.812726686587657
1992-09-23,99.86812658894358,99.90021490349508,99.8571975184114,99.90021490349508,13.919896699073362
1992-09-24,99.894937630178,99.905464043165,99.87354644019669,99.87354644019669,13.958647667613995
1992-09-25,99.87354665997688,99.87893750861176,99.85168786616438,99.85719752197535,14.022280795160539
1992-09-28,99.84614719416854,99.84614719416854,99.81797631720184,99.84057614911907,14.105245272304542
1992-09-29,99.83497359830574,99.85719673509045,99.82367404305181,99.84336525594199,14.156378832123597
1992-09-30,99.84614686843295,99.85719670461954,99.83497356783482,99.84892079531568,13.70525809622602
1992-10-01,99.84057539682973,99.84892036876191,99.8293393235628,99.8293393235628,13.929853906897417
1992-10-02,99.83497358128096,99.84057583682964,99.80068450780233,99.8179760049124,13.863371719315614
1992-10-05,99.80648191284294,99.81797629226868,99.76517810670171,99.8122456175597,14.679469140238139
1992-10-06,99.81797664981052,99.84614752677722,99.79485423238965,99.84057648172775,13.863412708919036
1992-10-07,99.84614790392,99.85168808429562,99.81224635224432,99.8179770269533,13.828963657844021
1992-10-08,99.82367533542421,99.82934107295989,99.80068581719952,99.81224663960059,13.952630753126387
1992-10-09,99.81224620156016,99.82367489738378,99.80068537915908,99.80936850173254,13.17309261274048
1992-10-12,99.80648227809338,99.82934041616943,99.80648227809338,99.82367467863375,13.372116142479321
1992-10-13,99.84057648943636,99.86812644120458,99.82367467863375,99.8544463373005,14.098402676883225
1992-10-14,99.85168761160055,99.87354640541305,99.84614743122494,99.8681263379437,13.688663063953786
1992-10-15,99.8626762936156,99.86812589838317,99.85168717204002,99.85719682785098,13.423375705885775
1992-10-16,99.8842986862002,99.94145710004015,99.87893674305882,99.93130472857614,15.210921486611687
1992-10-19,99.93130472857614,99.9363937980836,99.92104822840895,99.93130472857614,14.378009044072783
1992-10-20,99.9313047082199,99.95150741553742,99.92104820805271,99.9338524802987,14.766172957658863
1992-10-21,99.93639341947988,99.94145672143642,99.91068506276967,99.92104784980522,13.838290122332022
1992-10-22,99.92104820877951,99.93639377845417,99.91588023862107,99.92618960827994,13.58062964250362
1992-10-23,99.93639377845417,99.94145708041073,99.91588023862107,99.92618960827994,13.61576854225667
1992-10-26,99.92618936556146,99.98106597578729,99.92104796606104,99.98106597578729,14.622913226359904
1992-10-27,99.98106597578729,100.00029733771518,99.97130980084192,99.98106597578729,14.456682106133874
1992-10-28,99.97619968087295,100.00504783521062,99.96639568077633,99.99552395369936,14.379079664086756
1992-10-29,99.99552419313595,100.0284683488553,99.98106610996072,100.01448210688056,14.51119451817619
1992-10-30,100.01916545619287,100.01916545619287,99.99072752087233,100.00029697188849,13.966018037962437
1992-11-02,100.0002968761947,100.0050474789533,99.9859081387426,99.99552359744204,14.23589711874944
1992-11-03,100.00029656369465,100.00029656369465,99.98106520176677,99.9907271126785,13.82529849939537
1992-11-04,99.99072673172604,100.0050467855008,99.99072673172604,100.00029618274219,14.055039138527807
1992-11-05,100.00029613728765,100.04681615292255,100.00029613728765,100.04681615292255,14.799200091470865
1992-11-06,100.04225997764222,100.073723247098,100.04225997764222,100.06036001928584,14.676379062072463
1992-11-09,100.06483390601552,100.06483390601552,100.04225958397699,100.05135055567824,13.866025899825214
1992-11-10,100.0468158449572,100.07372329787712,100.04226002842134,100.06928870080925,13.906961482230756
1992-11-11,100.07372340800927,100.10422686230268,100.0692888109414,100.07813842621839,14.045909326424715
1992-11-12,100.08253439373532,100.09126807370407,100.07150892372361,100.08033900317189,13.778974158814338
1992-11-13,100.08253440484643,100.08691077944623,100.06483482774703,100.06928917809641,13.5658369256982
1992-11-16,100.06928917809641,100.09560648641379,100.06483482774703,100.08909180539258,13.315774879470599
1992-11-17,100.08691081790776,100.09126812327672,100.04454104686876,100.05135151587127,14.243320158130663
1992-11-18,100.06483499174968,100.10422739346035,100.05586632176693,100.09560665041644,14.818772799366696
1992-11-19,100.09560664183275,100.12545960498242,100.09560664183275,100.10422738487665,14.582810209687846
1992-11-20,100.10850957710332,100.11277397588978,100.08253409070007,100.09126777066882,14.144489792026546
1992-11-23,100.0737239455993,100.08253457528144,100.06928934853143,100.07813896380841,14.198760731501281
1992-11-24,100.08253471441188,100.09126839438062,100.07372408472972,100.09126839438062,14.154711924263804
1992-11-25,100.08253502414634,100.08691139874614,100.06483544704693,100.07372439446418,13.865533295536252
1992-11-27,100.07372439446418,100.08691139874614,100.06928979739632,100.07372439446418,12.955091996406752
1992-11-30,100.07137457057185,100.09335347729062,100.06020126997373,100.09335347729062,14.178095304567622
1992-12-01,100.08899569981855,100.11910550128992,100.08022371374572,100.10631214983002,13.976941245541548
1992-12-02,100.10631253847623,100.11059520026824,100.08461971386497,100.08899608846477,13.682610965711858
1992-12-03,100.07580927113932,100.09552513430374,100.06914997904934,100.09335358079022,14.333657118159678
1992-12-04,100.08899583586073,100.09335314122968,100.07580883157878,100.0824240706975,13.661877910601692
1992-12-07,100.0802242285757,100.09769192161609,100.0802242285757,100.09769192161609,14.070251221104414
1992-12-08,100.09769241193855,100.11486021556092,100.09769241193855,100.10416492644417,14.380131513410337
1992-12-09,100.09769256378236,100.10201222492688,100.08899685681482,100.09552571569728,14.17036494569578
1992-12-10,100.08899644633438,100.09552530521684,100.07580944205242,100.08899644633438,14.04204595047599
1992-12-11,100.08899663329088,100.10631308330234,100.08899663329088,100.09335393865983,13.886815820479782
1992-12-14,100.09335376398734,100.09769216558593,100.08022447254554,100.08899645861838,13.804730663118026
1992-12-15,100.0802243129003,100.08461992437333,100.05795167729117,100.07359445436163,14.30597897268205
1992-12-16,100.07137494762328,100.0846201743733,100.03976960820795,100.04890209177123,14.51894316174252
1992-12-17,100.0534373348487,100.09335394225414,100.0534373348487,100.08242487172195,14.553254360167688
1992-12-18,100.09335411392794,100.12333494613988,100.08899680855899,100.10631325857045,14.565908203682872
1992-12-21,100.10631311181992,100.1359135815962,100.10201202992053,100.12964396858261,14.643417189276587
1992-12-22,100.13173772977323,100.15653238838645,100.13173772977323,100.14627588821926,14.73565824222562
1992-12-23,100.14007110087213,100.14421189353816,100.1233343085166,100.13173771931298,13.822337203306551
1992-12-24,100.13591339580816,100.13591339580816,100.11910627749178,100.11910627749178,12.927612900591336
1992-12-28,100.12333503376928,100.13173844456567,100.12333503376928,100.12754556630563,13.353982905919569
1992-12-29,100.12754572563476,100.14833649530382,100.12754572563476,100.12964436229167,13.85608900282872
1992-12-30,100.13173865708627,100.13173865708627,100.11486061929892,100.11486061929892,13.711378176729426
1992-12-31,100.11486034733237,100.1359137565302,100.11486034733237,100.13173838511972,13.624106681486433
1993-01-04,100.12754509913428,100.13591334880479,100.09769213598459,100.1063128790285,13.960594833303182
1993-01-05,100.10201142160162,100.12333419107044,100.08899605348954,100.12333419107044,14.325751811018955
1993-01-06,100.14833540420702,100.16870270703146,100.14421168702316,100.16466229749444,14.739426146594225
1993-01-07,100.16466204339606,100.17673462463033,100.14627541714562,100.15244193206128,14.71154837717901
