rank,model_id,sharpe_ratio,direction_accuracy,ic,rank_ic,ic_decay,max_drawdown,total_return,annual_return,win_rate,profit_factor,num_trades,total_costs,buy_hold_return,excess_return,mse,rmse,mae,sortino_ratio,ic_first_half,ic_second_half
1,long_term_forecast_WTI-log_Transformer_pl5_Transformer_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_ModelComparison_1,0.04281299287408842,0.5343647444913268,0.014336296163969784,0.03629519704672655,-0.05005139531333148,0.9999717595692986,3.860456923004251,0.038066752724484454,0.5301497763081112,1.0688443200982618,230,0.34650000000000003,-0.9647426155387601,4.825199538543011,0.0007672623032090335,0.027699500053413123,0.016616166784358653,0.047613051538468475,-0.011868372517744696,0.03818302279558678
2,long_term_forecast_WTI-log_Informer_pl5_Informer_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_ModelComparison_2,0.038143913698356166,0.5342709798406001,0.02716394544795347,0.04986455259712168,0.02553936620263271,0.9999736382758514,3.448126787053533,0.035894622089757355,0.5280291109362707,1.068112124728248,276,0.4154999999999999,-0.9647426155387601,4.4128694025922925,0.0007581366605449755,0.02753428155127668,0.016477636877980515,0.042181257616621094,0.054234160978800745,0.028694794776168035
3,long_term_forecast_WTI-log_Transformer_pl5_Transformer_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_ModelComparison_2,0.014836767806015897,0.5293014533520862,0.009538242925653875,0.0281625677480692,-0.0839092364954256,0.9999735207670455,1.993956001767856,0.02624973076500048,0.516727203211623,1.0622310482779518,513,0.7905,-0.9647426155387601,2.958698617306616,0.0007723621520829743,0.027791404284112278,0.01685235929997377,0.017069912888517023,-0.04024506202894253,0.043664174466483074
4,long_term_forecast_WTI-log_Transformer_pl5_Transformer_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_ModelComparison_0,-0.0024665522909667536,0.5350210970464135,0.01169947046754093,0.03160058312041469,-0.061679326569087936,0.9999736382758514,1.2152499655190736,0.018971148674232108,0.5261532125205931,1.06106274611331,471,0.7094999999999999,-0.9647426155387601,2.179992581057834,0.0007715391123295228,0.027776592885548845,0.016783594306101112,-0.0026381175591801455,-0.03371110521972036,0.02796822134936758
5,long_term_forecast_WTI-log_Informer_pl5_Informer_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_ModelComparison_1,-0.021069512802439776,0.5307079231129864,0.04413050235584206,0.05226156690404137,0.03722357218547834,0.9999420178052917,0.6270448596683433,0.011568027762300037,0.5042504250425043,1.054368109208142,1139,1.8945000000000003,-0.9647426155387601,1.5917874752071035,0.0007544126492187482,0.027466573306816927,0.016422081862880338,-0.02389357110759351,0.07199467389202922,0.034771101706550886
6,long_term_forecast_WTI-log_Informer_pl5_Informer_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_ModelComparison_0,-0.02547241081250768,0.5359587435536802,0.030694011075661578,0.057873119670387003,0.032297926000379465,0.9999736382758514,0.4794226967000994,0.009297175817671643,0.5286025336500396,1.054052783428111,256,0.3855,-0.9647426155387601,1.4441653122388596,0.0007587323757887076,0.027545097127959224,0.016449859732181885,-0.027992952069415596,0.06382055842056124,0.03152263242018177
7,long_term_forecast_WTI-log_TimesNet_pl5_TimesNet_custom_ftMS_sl512_ll48_pl5_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_ModelComparison_1,-0.3094744922773311,0.5278012189404594,0.02373439852304135,0.02693055822104372,0.028173132085467515,0.9995715791576528,-0.9820660667820422,-0.09063834491416412,0.477480453694527,0.9817983378107455,1733,2.6625000000000005,-0.9647426155387601,-0.017323451243282162,0.0007538707351046816,0.027456706559685587,0.0164214890192981,-0.32398284686772577,0.03127325789270071,0.003100125807233197
8,long_term_forecast_WTI-log_Crossformer_pl5_Crossformer_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_ModelComparison_1,-0.446578083585132,0.4999531176746367,-0.0016709653599922291,-0.00213034260498024,-0.03948015418051584,0.8326587927718033,-0.8160005209259337,-0.03920977102970302,0.2621502209131075,0.7607397140125367,654,1.0020000000000002,-0.9647426155387601,0.1487420946128264,0.0007511105146369543,0.02740639550610321,0.016451777884757726,-0.126450796139395,-0.016960630813472422,0.022519523367043423
9,long_term_forecast_WTI-log_Naive_pl5_Naive_custom_ftMS_sl512_ll48_pl5_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_ModelComparison_2,-0.46275367237119797,0.4971401781528364,0.002248232541464051,-0.01549951237458376,0.02748717928662732,0.9998162992845766,-0.9997395072628049,-0.17717033876929722,0.48578685161668456,0.9491586555780182,1189,3.2685,-0.9647426155387601,-0.034996891724044854,0.0014984257226799066,0.03870950429390574,0.023701927699635673,-0.5843216529967188,0.009648467651349203,-0.017838711635278115
10,long_term_forecast_WTI-log_Naive_pl5_Naive_custom_ftMS_sl512_ll48_pl5_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_ModelComparison_1,-0.4637875186373325,0.496671354899203,0.002264037832985195,-0.015486424254005818,0.02744194526563922,0.9998204773974076,-0.9997454319433111,-0.1776175237138412,0.4856947563714481,0.9489162512555601,1190,3.2685000000000004,-0.9647426155387601,-0.03500281640455105,0.0014983981631149599,0.03870914831296292,0.023701656443004527,-0.5857877187819694,0.009652183739516955,-0.01778976152612227
