date,true_0,true_1,true_2,true_3,true_4,true_5,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5
2010-07-15,0.008579331652968238,-0.015095626815815954,0.028930316173517823,-0.0014268114967555536,-0.005466602380456468,-0.007993242598610761,0.0013312388458265312,0.0051588306446288855,0.0059351694906950156,0.003927016605139766,-0.009948373508424134,-0.0002419868882008041
2010-07-16,-0.015095626815815954,0.028930316173517823,-0.0014268114967555536,-0.005466602380456468,-0.007993242598610761,0.006948556671350323,0.013527266592903537,-0.001121648723832588,0.01155452065930023,-0.012973139436431455,-0.006624193759087355,0.0006388645588533556
2010-07-19,0.028930316173517823,-0.0014268114967555536,-0.005466602380456468,-0.007993242598610761,0.006948556671350323,0.011689886334255857,0.0006733593256118388,0.003270066009078042,0.0020064934060116685,-0.005783738707315866,-0.002515963789337963,0.001061262687288496
2010-07-20,-0.0014268114967555536,-0.005466602380456468,-0.007993242598610761,0.006948556671350323,0.011689886334255857,-0.011428566924693075,0.005298765526931776,-0.009064773524218582,-0.000329338795999892,-0.0032016995811694035,-0.0011007246720470662,-0.013543909058961648
2010-07-21,-0.005466602380456468,-0.007993242598610761,0.006948556671350323,0.011689886334255857,-0.011428566924693075,0.035163256280274946,-0.006947319109459535,-0.005837423193455154,0.003088693568211015,-0.002272808906120293,-0.012175149891537536,-0.0038670252953720385
2010-07-22,-0.007993242598610761,0.006948556671350323,0.011689886334255857,-0.011428566924693075,0.035163256280274946,-0.004043372171995714,0.0003620843656740191,-0.0025258952783140725,-0.0006135470346110717,-0.013487267239176036,-0.016147515717737076,-0.010937979385005504
2010-07-23,0.006948556671350323,0.011689886334255857,-0.011428566924693075,0.035163256280274946,-0.004043372171995714,1.079699033629776e-12,-0.001897563898023564,-2.8491238738585428e-05,-0.010694784504484585,-0.01047666987129551,-0.014586383265256556,-0.003142876410660395
2010-07-26,0.011689886334255857,-0.011428566924693075,0.035163256280274946,-0.004043372171995714,1.079699033629776e-12,-0.018916668219263463,-0.0006479612781643374,-0.012357629218127048,-0.005422344571514409,-0.012972017397545626,-0.007397513954055486,-0.01074256841929713
2010-07-27,-0.011428566924693075,0.035163256280274946,-0.004043372171995714,1.079699033629776e-12,-0.018916668219263463,-0.006602509934739694,-0.0059614324534815145,-0.007854918885210515,-0.006762199608456502,-0.005719298294394751,-0.012597362129422338,-0.006588490791851462
2010-07-28,0.035163256280274946,-0.004043372171995714,1.079699033629776e-12,-0.018916668219263463,-0.006602509934739694,0.017637988553224897,-0.006627461908781826,-0.007843985349258318,0.0021271263298052565,-0.00898843047768948,-0.00661089139606526,-0.0071360387201540405
2010-07-29,-0.004043372171995714,1.079699033629776e-12,-0.018916668219263463,-0.006602509934739694,0.017637988553224897,0.007501288391113509,-0.006396935072817394,-0.005751260897078442,-0.0039399338598090205,-0.00494145470396854,-0.011717882396050056,-0.0055455070163891815
2010-07-30,1.079699033629776e-12,-0.018916668219263463,-0.006602509934739694,0.017637988553224897,0.007501288391113509,0.02982316029216217,-0.006033062513811148,-0.010779955149660063,0.00234754177702875,-0.004114829204343895,-0.014822437129451319,-0.01043921195630477
2010-08-02,-0.018916668219263463,-0.006602509934739694,0.017637988553224897,0.007501288391113509,0.02982316029216217,0.014766161036065432,-0.006572382626816495,-0.004832229292980617,-0.0019349983784709927,-0.008207593608903895,-0.015062026261894403,-0.006576757309834305
2010-08-03,-0.006602509934739694,0.017637988553224897,0.007501288391113509,0.02982316029216217,0.014766161036065432,-0.0009696039091231589,-0.0008204554630075252,-0.007002552037453202,-0.005584692039602115,-0.011139170401532157,-0.008910113291135748,-0.010371635895768666
2010-08-04,0.017637988553224897,0.007501288391113509,0.02982316029216217,0.014766161036065432,-0.0009696039091231589,-0.005593290931201726,-0.0045187554504618095,-0.006491908757479696,-0.002986409427148023,-0.008542456670083003,-0.009362854571971968,-0.0023166702660213467
2010-08-05,0.007501288391113509,0.02982316029216217,0.014766161036065432,-0.0009696039091231589,-0.005593290931201726,-0.016102591874406127,-0.00767701651874951,-0.008672859155444397,0.000692341746194092,-0.004083747247129956,0.00045242928753312086,-0.0030764717248907814
2010-08-06,0.02982316029216217,0.014766161036065432,-0.0009696039091231589,-0.005593290931201726,-0.016102591874406127,0.009619004286040045,-0.0025259329850228617,-0.006009144478867956,0.002508940234212077,-0.002105716383510691,-0.004460817154212324,0.0035340196661842772
2010-08-09,0.014766161036065432,-0.0009696039091231589,-0.005593290931201726,-0.016102591874406127,0.009619004286040045,-0.015210779580465836,0.0022216725543015682,-0.009900453567540633,0.009759898398822592,-0.0004946328936098145,0.00020182776982857327,-0.003065157950258368
2010-08-10,-0.0009696039091231589,-0.005593290931201726,-0.016102591874406127,0.009619004286040045,-0.015210779580465836,-0.028181685831541483,0.00036544951323385635,-0.0032167131944520495,0.007616040830331763,-0.0030936490689394453,-0.0019008207709453133,0.004354119438394406
2010-08-11,-0.005593290931201726,-0.016102591874406127,0.009619004286040045,-0.015210779580465836,-0.028181685831541483,-0.029658771087328943,0.00910278887074532,0.00150119425911091,0.005713314492953739,-0.0063126193479738964,0.0010779457915327073,0.005245702672888783
2010-08-12,-0.016102591874406127,0.009619004286040045,-0.015210779580465836,-0.028181685831541483,-0.029658771087328943,-0.0046316634325417345,0.006402764395600889,-0.004455014197449454,0.005964212818840319,0.0031857435886507406,0.006025726909240096,-0.0023067178092959573
2010-08-13,0.009619004286040045,-0.015210779580465836,-0.028181685831541483,-0.029658771087328943,-0.0046316634325417345,-0.001991755432777857,0.0010830369901172934,0.003578325753809552,0.010224581781971326,0.004696791312284296,-0.0033599067116724273,-0.010324365778913264
2010-08-16,-0.015210779580465836,-0.028181685831541483,-0.029658771087328943,-0.0046316634325417345,-0.001991755432777857,0.007019419206336571,-0.0005532987178994373,0.008360104143271168,0.014751776102862033,-0.011470130994551186,-0.012197827481481316,-0.0018604641967663173
2010-08-17,-0.028181685831541483,-0.029658771087328943,-0.0046316634325417345,-0.001991755432777857,0.007019419206336571,-0.004629825318588062,0.0006582594626378278,0.012663166967927362,0.005373605943495682,-0.014409542325028002,-0.0037462901758256585,-0.003349644496096333
