date,true_0,true_1,true_2,true_3,true_4,true_5,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5
2013-12-04,-0.014840633035877515,0.00454003638842188,0.011793929978521677,0.023386731322208937,0.012005971685548457,0.0018500675143662188,0.002602751548945963,0.002688583254574211,0.0012460989490398382,0.00032649361179920984,0.0013930012861803117,-0.0008564327826089438
2013-12-05,0.00454003638842188,0.011793929978521677,0.023386731322208937,0.012005971685548457,0.0018500675143662188,0.002768847881095005,0.0036607867172965486,0.0038374080467852303,0.0039659032753754635,-0.0006603424066141012,0.005495403387834743,-0.00077440423887533
2013-12-06,0.011793929978521677,0.023386731322208937,0.012005971685548457,0.0018500675143662188,0.002768847881095005,-0.003179622232444201,0.001325065314093903,0.003554117882930637,0.00019465738142267094,5.293055446626127e-05,0.0017551088825222133,-0.0009472734611787962
2013-12-09,0.023386731322208937,0.012005971685548457,0.0018500675143662188,0.002768847881095005,-0.003179622232444201,0.011948041240632156,0.00016190840705851157,-0.0016748947848998401,0.0006728308223585931,-0.0006506479912048166,-0.000462956896828422,-0.00028489163896784864
2013-12-10,0.012005971685548457,0.0018500675143662188,0.002768847881095005,-0.003179622232444201,0.011948041240632156,-0.0109213342800082,-0.0008020421308790466,0.00031831053077682086,-0.0005462322793574757,-0.0020950785390584405,-0.002338381182648359,0.000521969721447841
2013-12-11,0.0018500675143662188,0.002768847881095005,-0.003179622232444201,0.011948041240632156,-0.0109213342800082,0.000615697198871102,0.00080048144047219,0.001377394551439337,-0.0026733836037833862,-0.001963101471276278,-0.0019280185147726838,-0.0005511746512006663
2013-12-12,0.002768847881095005,-0.003179622232444201,0.011948041240632156,-0.0109213342800082,0.000615697198871102,-0.009273729814196826,9.410355588460514e-05,0.0013412796458722011,-0.0018369527355290493,-0.0015013856769049852,-0.0006111207912391227,-0.0024900118298143317
2013-12-13,-0.003179622232444201,0.011948041240632156,-0.0109213342800082,0.000615697198871102,-0.009273729814196826,0.009068539439061375,-0.00013431170692077227,0.0018569322110071301,0.0010443537350316207,-0.001325916895982636,-0.0027166435929361367,-0.004767427375003125
2013-12-16,0.011948041240632156,-0.0109213342800082,0.000615697198871102,-0.009273729814196826,0.009068539439061375,-0.0026708801752029594,0.0005720668560965099,0.003496256982807706,-0.00048125288089401576,-0.0015854208087044785,-0.0005692216170709483,-0.002129449857306057
2013-12-17,-0.0109213342800082,0.000615697198871102,-0.009273729814196826,0.009068539439061375,-0.0026708801752029594,0.0059481466159946135,0.0008086361654329961,0.0010219066811236017,-0.0015075457265654427,-0.0012984291324217522,-0.0003270287004847767,-0.0024658906413896967
2013-12-18,0.000615697198871102,-0.009273729814196826,0.009068539439061375,-0.0026708801752029594,0.0059481466159946135,0.009869359141548179,-0.000729600281717366,0.0024089940512049463,-0.000927496522578173,-0.000686336704936386,-6.119913226349978e-05,-0.00323624457291376
