window_type,arch_name,base_key,mean_strat_sharpe,std_strat_sharpe,mean_final_strat_pnl,std_final_strat_pnl,mean_strat_ann_return,mean_strat_ann_vol
POST,DLinear,long_term_forecast_WTI-log_HP_lr0.001_DLinear_custom_ftMS_sl512_ll48_pl5_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_HP_LR,-0.011754155567136895,0.07659699678632279,-0.043287543143632846,0.2820841696509732,-0.005114140118235101,0.43508836898493963
POST,DLinear,long_term_forecast_WTI-log_HP_seqlen512_DLinear_custom_ftMS_sl512_ll48_pl5_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_HP_SeqLen,-0.011754155567136895,0.07659699678632279,-0.043287543143632846,0.2820841696509732,-0.005114140118235101,0.43508836898493963
POST,DLinear,long_term_forecast_WTI-log_DLinear_horizon21_DLinear_custom_ftMS_sl512_ll48_pl21_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_Horizon21,-0.01897675790934202,0.03188778815651103,-0.06956058413310443,0.1168869161594409,-0.008280239585045947,0.43633693587330696
POST,DLinear,long_term_forecast_WTI-log_HP_lr0.01_DLinear_custom_ftMS_sl512_ll48_pl5_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_HP_LR,-0.031526332123100166,0.025639707093904025,-0.11610283876790428,0.09442389314690466,-0.01371679107806476,0.43509062953510247
POST,TimeMixer,long_term_forecast_WTI-log_TimeMixer_pl5_TimeMixer_custom_ftMS_sl512_ll0_pl5_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_ModelComparison,-0.04514662108715986,0.21495536247572358,-0.16620425108390505,0.791516512823653,-0.019635945275735672,0.4350635077464731
POST,DLinear,long_term_forecast_WTI-log_DLinear_horizon3_DLinear_custom_ftMS_sl512_ll48_pl3_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_Horizon3,-0.048462694185214046,0.273949879963455,-0.17846156910915859,1.0092249672671219,-0.021064316353867903,0.43487521210941593
POST,Autoformer,long_term_forecast_WTI-log_Autoformer_pl5_Autoformer_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_ModelComparison,-0.0987743756843759,0.3359319663425431,-0.36352436716179004,1.2367142478898436,-0.04294802650012685,0.4350185047742689
POST,PatchTST,long_term_forecast_WTI-log_HP_dmodel128_PatchTST_custom_ftMS_sl512_ll48_pl5_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_HP_DModel,-0.12780097072012106,0.28255524652327724,-0.4704304784197702,1.0401835055337225,-0.055578284370268044,0.4350318267586919
POST,DLinear,long_term_forecast_WTI-log_DLinear_horizon10_DLinear_custom_ftMS_sl512_ll48_pl10_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_Horizon10,-0.15775335224691725,0.1988215962909632,-0.5798907621096326,0.7308352575906263,-0.06867127446035126,0.435354948380904
POST,PatchTST,long_term_forecast_WTI-log_HP_dropout0.1_PatchTST_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_HP_Dropout,-0.19681221980307814,0.3150381397308289,-0.7245539447810369,1.1599513773759926,-0.08560130993193694,0.435001301563406
POST,PatchTST,long_term_forecast_WTI-log_HP_dropout0.5_PatchTST_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_HP_Dropout,-0.21820389173657337,0.08585701806397315,-0.8034898833416148,0.31610323057220063,-0.09492707482516966,0.4350465089385415
POST,WTI-log_Crossformer_,long_term_forecast_WTI-log_Crossformer_pl5_Crossformer_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_ModelComparison,-0.2192161420197564,0.137190814130417,-0.8071780605136802,0.5050669515939228,-0.09536280883705939,0.4350395406826446
POST,WTI-log_Koopa_pl5_Ko,long_term_forecast_WTI-log_Koopa_pl5_Koopa_custom_ftMS_sl512_ll48_pl5_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_ModelComparison,-0.23404886965079597,0.39771223953746676,-0.8612228361977504,1.463511182553558,-0.10174784562673801,0.4349536469761765
POST,FedFormer,long_term_forecast_WTI-log_FEDformer_pl5_FEDformer_custom_ftMS_sl512_ll48_pl5_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_ModelComparison,-0.24387611196867418,0.21407179197609175,-0.8978405118655882,0.7879025538176464,-0.10607398452420473,0.43501416057413217
POST,DLinear,long_term_forecast_WTI-log_HP_lr0.0005_DLinear_custom_ftMS_sl512_ll48_pl5_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_HP_LR,-0.26372923522927816,0.12017025637657067,-0.9710547229934381,0.44233774994945463,-0.114723764741841,0.4350235037358501
POST,PatchTST,long_term_forecast_WTI-log_HP_dmodel256_PatchTST_custom_ftMS_sl512_ll48_pl5_dm256_nh4_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_HP_DModel,-0.3502747064786813,0.19040679006882857,-1.2894616256746183,0.7005718869498537,-0.15234145788560885,0.4349651158635248
