date,true_0,true_1,true_2,true_3,true_4,pred_0,pred_1,pred_2,pred_3,pred_4
2024-08-30,0.019107071914833476,-0.015991363237282834,-0.01280791676444032,0.013514679910117613,-0.019692417234084957,0.0022194506407979724,0.0025873894796000388,0.005009582359760774,0.007430116338929638,-0.0004527486084264534
2024-09-03,-0.015991363237282834,-0.01280791676444032,0.013514679910117613,-0.019692417234084957,-0.034304155608880525,0.0025327642585244205,0.0023168858379046873,-0.003353838176409318,-0.0038560237156303676,0.010241609259521764
2024-09-04,-0.01280791676444032,0.013514679910117613,-0.019692417234084957,-0.034304155608880525,-0.008387049187705942,0.0019936814785761607,0.0007635921035345702,0.0005359990875649977,0.005229136739271931,0.005709274653156256
2024-09-05,0.013514679910117613,-0.019692417234084957,-0.034304155608880525,-0.008387049187705942,0.0059979187062511,-0.005838407778977058,0.001648791059339674,0.005376211802078977,0.00571126522946893,-0.0066911285105425424
2024-09-06,-0.019692417234084957,-0.034304155608880525,-0.008387049187705942,0.0059979187062511,-0.018864213732478045,0.0011633549927221824,-0.0006277203187492439,-0.005452708447779327,0.002964918061373132,-0.0038640714961020745
2024-09-09,-0.034304155608880525,-0.008387049187705942,0.0059979187062511,-0.018864213732478045,0.00440830691754401,0.001978571897904586,0.000423852484042877,0.004141061297616478,0.002637773976060117,-0.00228498286075499
2024-09-10,-0.008387049187705942,0.0059979187062511,-0.018864213732478045,0.00440830691754401,-0.03299713565079391,-0.0016966574389095724,0.00436035164784064,0.0034434426960093176,0.007316740537491836,0.0022208626862052308
2024-09-11,0.0059979187062511,-0.018864213732478045,0.00440830691754401,-0.03299713565079391,0.01832918657462248,0.0023115682828207394,0.0015155233910533993,0.0029602087962055964,0.0027045746966393733,0.006467330266480068
2024-09-12,-0.018864213732478045,0.00440830691754401,-0.03299713565079391,0.01832918657462248,0.019207907505011723,3.3337990091289915e-06,0.006271131597819852,-0.0009427827699853774,-0.0017462013416317114,-7.629685712176799e-05
2024-09-13,0.00440830691754401,-0.03299713565079391,0.01832918657462248,0.019207907505011723,-0.008186825842228082,-0.0025545887504357743,-0.001553900447927265,0.0014424538758140122,-0.006218014247641344,0.005864792360492819
2024-09-16,-0.03299713565079391,0.01832918657462248,0.019207907505011723,-0.008186825842228082,0.015258246468147586,-0.0008579646069595587,0.005492860832532509,0.0028636781681556154,0.002986542505707662,0.0005206241994110222
2024-09-17,0.01832918657462248,0.019207907505011723,-0.008186825842228082,0.015258246468147586,0.010736757251481424,-0.006575951961197016,0.004455445715350955,0.002558265764494291,0.006340385404803399,-0.0011268082988873211
2024-09-18,0.019207907505011723,-0.008186825842228082,0.015258246468147586,0.010736757251481424,-0.0016328958081670121,3.0185210424968557e-05,0.0019388881911917405,-0.008224446476006751,0.0015305773866119226,0.0013432348423080252
2024-09-19,-0.008186825842228082,0.015258246468147586,0.010736757251481424,-0.0016328958081670121,0.01122777306711235,0.0007900340991295142,0.006764183087119325,0.008124411632480538,-0.0013250573240761343,-0.0057969863819965295
2024-09-20,0.015258246468147586,0.010736757251481424,-0.0016328958081670121,0.01122777306711235,-0.001617290680968705,-8.574082026799933e-05,-0.007573848422744336,0.002779095455278477,-0.0027079546321930287,0.0060425808202001
2024-09-23,0.010736757251481424,-0.0016328958081670121,0.01122777306711235,-0.001617290680968705,-0.006199282064542997,0.0020232569538224166,0.00160901702681812,0.012222302958605043,-0.0029715292749137984,0.0024587938449433123
2024-09-24,-0.0016328958081670121,0.01122777306711235,-0.001617290680968705,-0.006199282064542997,0.015135106564775649,-0.0065197994604821305,-0.0007243372086020265,0.009628670120351722,-0.005775340699953712,0.0038647456030861645
2024-09-25,0.01122777306711235,-0.001617290680968705,-0.006199282064542997,0.015135106564775649,-0.016172066244710303,0.0006030579052935939,-0.0003893351712222535,-0.001543792871945499,-0.0020302226535557507,0.007263956704383013
2024-09-26,-0.001617290680968705,-0.006199282064542997,0.015135106564775649,-0.016172066244710303,-0.019758164983843387,-1.092771539751644e-05,0.0057586761845746836,-0.0009598839757453436,0.005031764490583325,0.0017881404469173895
2024-09-27,-0.006199282064542997,0.015135106564775649,-0.016172066244710303,-0.019758164983843387,0.0037721659753596395,0.0034150253313496104,-0.004087259096894147,-0.006267403193751155,0.009777207176509595,0.00010458496656561348
2024-09-30,0.015135106564775649,-0.016172066244710303,-0.019758164983843387,0.0037721659753596395,0.003457870179173329,0.003852246818467467,-0.008246284608393814,-0.004554833726453122,-0.002442919044897151,-0.005557125082646521
